 temprature, rainfall, humidity, yeild_apples
81.98 89.83 85.75 85.44
78.58 25.22 92.96 75.10
39.47 56.55 79.69 63.00
0.55 51.11 50.94 35.86
1.29 57.14 46.72 35.17
55.44 64.12 94.27 76.59
2.21 32.23 22.49 18.35
98.99 59.52 83.37 83.29
36.82 91.11 77.53 68.03
26.41 33.96 56.16 42.80
63.04 46.47 54.56 55.49
75.47 52.71 74.00 70.18
71.92 17.39 75.74 62.92
10.83 97.35 98.13 71.78
45.76 88.69 10.72 36.83
41.63 56.19 87.51 67.48
40.75 91.65 98.59 79.85
47.65 91.81 12.20 38.76
45.88 65.81 7.38 30.62
87.27 27.21 76.84 70.04
11.44 66.98 1.53 17.59
16.93 81.79 31.88 37.38
45.69 27.85 70.24 54.40
7.30 52.68 13.38 19.42
86.69 25.49 65.32 63.76
76.89 74.76 1.53 38.78
44.33 87.29 86.58 74.05
74.03 9.43 28.55 38.37
64.70 41.62 17.09 36.28
10.17 16.40 94.46 53.56
39.14 61.33 69.15 58.58
85.37 38.26 83.65 75.09
0.59 51.26 42.40 31.63
7.19 2.31 33.15 19.19
27.59 40.45 3.76 18.25
88.37 45.49 52.01 61.61
95.59 26.62 23.63 45.82
84.56 39.34 44.66 55.57
34.90 54.97 66.15 54.54
82.53 22.18 28.49 43.44
7.85 96.31 93.67 68.45
19.06 3.86 57.59 35.29
43.82 57.37 56.15 52.69
66.94 24.65 98.81 74.42
38.20 33.61 17.22 26.79
33.24 47.11 26.86 32.82
47.71 30.33 42.56 41.66
96.61 65.18 69.34 76.69
69.05 74.75 51.21 61.27
43.80 35.60 8.53 24.52
41.07 45.33 19.03 30.90
39.66 10.32 94.95 61.44
10.73 54.78 98.70 63.53
44.39 69.17 35.44 44.87
9.31 94.97 52.72 48.15
39.58 92.63 49.38 55.09
83.37 37.51 12.58 38.80
23.42 66.29 72.90 56.73
32.80 4.04 29.77 25.53
51.72 85.58 69.65 67.46
72.73 21.80 70.42 61.39
31.61 91.12 30.04 42.73
74.35 90.15 7.22 43.94
70.74 1.43 25.26 34.14
15.58 62.02 93.81 63.98
1.65 91.84 37.34 37.53
70.59 41.51 4.49 31.72
76.03 43.20 3.94 33.42
20.02 50.93 39.24 35.81
79.68 8.07 43.95 47.49
96.07 19.27 0.66 33.00
92.94 50.86 27.83 51.97
59.77 38.98 23.41 37.43
50.48 92.41 98.70 82.98
60.10 65.97 61.60 62.02
45.25 92.11 52.19 58.09
1.66 36.12 93.81 54.63
40.96 34.12 3.10 20.66
50.20 4.77 40.55 36.29
71.58 8.05 41.19 43.68
32.39 94.55 21.77 39.51
59.75 84.03 88.91 79.19
55.22 32.11 7.17 26.57
6.07 83.32 37.17 37.07
52.07 66.05 17.87 37.77
82.34 15.73 50.09 52.89
11.95 9.53 41.23 26.11
44.39 58.13 92.21 71.05
70.19 53.85 77.24 70.45
30.72 30.04 28.02 29.23
54.56 18.35 46.51 43.29
66.09 18.43 70.49 58.76
88.90 62.82 20.90 49.68
36.53 24.80 65.77 48.80
62.74 49.14 50.42 53.86
9.61 83.52 75.00 57.09
3.29 28.82 91.71 52.61
23.36 21.96 91.94 57.37
15.34 64.09 67.38 51.11
89.71 22.25 23.14 42.93
72.80 76.58 10.97 42.64
1.26 30.70 10.75 11.89
82.91 4.51 23.70 37.62
59.27 7.71 26.57 32.61
12.82 4.17 50.55 29.95
89.74 34.45 27.71 47.67
63.01 51.20 10.58 34.43
17.39 30.65 45.97 34.33
42.77 73.10 63.56 59.23
20.51 29.52 28.08 26.10
75.79 2.64 84.66 65.59
30.18 8.14 40.39 30.88
47.74 27.77 35.49 37.62
82.85 5.20 51.81 51.80
67.15 68.89 73.60 70.72
27.25 16.35 60.93 41.91
89.02 86.41 67.51 77.74
73.51 27.90 62.17 58.72
40.75 49.09 82.94 63.51
42.34 2.95 8.29 17.44
8.35 90.81 30.15 35.74
54.90 30.62 29.36 37.27
13.99 6.50 86.97 48.98
44.61 54.72 35.56 42.11
3.38 59.92 77.38 51.69
95.70 17.75 32.99 48.75
78.21 93.63 91.44 87.91
11.40 38.60 27.13 24.70
69.08 22.11 86.55 68.42
50.31 49.27 96.76 73.33
35.49 66.44 89.74 68.81
32.90 85.94 12.72 33.42
67.78 86.92 22.73 49.08
98.23 73.40 35.42 61.86
96.54 16.82 46.83 55.74
95.98 76.99 57.55 72.97
35.53 18.51 13.36 21.04
67.02 89.02 87.40 81.61
83.79 80.65 10.22 46.38
51.13 18.80 11.21 24.70
10.93 81.07 68.47 53.73
0.93 65.35 58.03 42.36
53.01 63.58 88.26 72.75
1.92 5.61 36.02 19.71
79.89 34.72 43.95 52.89
45.62 53.13 25.58 37.10
52.18 91.45 79.32 73.60
24.60 65.04 30.11 35.44
23.31 82.41 77.87 62.41
25.83 83.48 30.02 39.45
91.34 73.82 17.48 50.91
32.77 41.34 27.40 31.80
60.29 56.39 6.14 32.44
59.50 78.20 52.84 59.91
84.75 67.99 52.43 65.24
56.51 57.96 50.83 53.96
30.48 46.00 78.95 57.82
53.20 67.45 72.51 65.71
25.17 81.74 22.82 35.31
33.39 14.66 28.91 27.40
20.31 11.02 48.88 32.74
27.03 23.25 53.75 39.63
81.67 95.42 60.07 73.62
75.42 59.34 94.68 81.83
93.24 5.43 51.59 54.85
2.59 27.95 91.25 51.99
1.25 24.84 70.10 40.39
30.73 47.48 43.29 40.36
74.30 72.84 59.83 66.77
51.14 68.07 33.24 45.58
75.69 19.35 93.05 73.10
87.57 45.01 21.05 45.80
98.52 34.74 72.01 72.51
96.13 89.30 15.13 54.26
86.73 58.03 20.40 47.83
13.79 92.80 9.55 27.47
93.84 28.70 27.02 47.40
35.13 80.71 32.63 43.00
30.69 0.23 35.14 26.82
69.58 77.94 20.45 46.69
94.57 27.77 91.88 79.86
13.84 16.80 62.44 38.73
56.71 26.11 83.09 63.78
4.90 93.20 48.63 44.42
92.09 90.32 83.07 87.23
49.66 47.91 89.86 69.41
38.95 71.60 40.78 46.40
89.81 23.66 29.97 46.66
11.75 71.88 86.53 61.17
58.00 5.94 77.46 57.32
12.81 68.85 10.60 22.91
65.42 66.34 24.13 44.96
76.75 93.78 12.44 48.00
63.54 8.97 25.59 33.65
24.31 53.18 53.63 44.74
62.02 25.84 23.15 35.35
49.47 61.93 9.67 32.06
59.44 75.33 43.12 54.46
44.69 10.22 73.09 52.00
28.76 24.29 45.95 36.46
79.64 28.37 45.25 52.19
6.26 21.08 48.98 30.58
87.10 77.18 32.18 57.66
7.99 50.20 41.45 33.16
95.62 19.04 1.03 33.01
38.18 63.63 26.03 37.20
30.08 46.95 94.36 65.59
85.13 19.53 8.36 33.62
5.97 71.41 50.36 41.25
94.97 3.29 15.56 36.93
10.58 1.46 36.79 21.86
59.04 97.51 85.25 79.84
38.59 39.67 17.95 28.49
56.18 95.19 49.82 60.80
68.50 79.91 84.35 78.71
80.47 27.19 2.70 30.93
93.18 30.43 23.96 46.02
10.77 5.01 81.96 45.21
80.40 68.16 80.12 77.81
11.75 65.92 29.01 31.21
55.44 23.87 97.76 70.29
73.18 9.12 24.57 36.06
31.26 21.85 7.24 17.37
51.59 81.34 63.25 63.37
3.46 83.87 18.70 27.16
7.25 66.67 51.26 41.14
10.18 65.62 73.90 53.13
94.54 57.99 36.64 58.28
59.07 59.57 81.87 70.57
95.29 28.97 68.21 68.49
79.54 62.28 60.81 66.72
52.87 61.62 14.37 35.37
64.33 18.03 20.80 33.30
1.09 32.57 43.81 28.75
48.91 81.98 16.09 39.11
86.04 6.46 71.71 62.96
6.94 11.53 31.05 19.91
44.78 62.44 0.49 26.17
56.60 64.99 48.52 54.24
72.43 88.40 33.44 56.13
76.71 88.36 87.81 84.59
83.27 49.70 64.14 66.99
8.43 23.82 56.25 35.42
51.98 4.76 77.79 55.44
95.87 33.83 40.22 55.64
72.57 5.01 53.76 49.65
84.20 20.01 3.35 30.94
32.41 90.52 51.17 53.41
45.33 71.50 15.01 35.40
72.89 8.09 42.98 44.97
1.70 1.01 60.64 31.03
11.22 40.95 13.97 18.54
80.29 37.23 31.88 47.47
91.05 31.82 56.79 62.07
79.92 28.38 52.84 56.07
63.28 83.19 81.78 76.51
0.97 50.87 27.10 24.02
68.28 36.31 23.75 39.62
63.94 85.16 53.26 62.84
23.19 69.17 33.67 37.63
86.89 12.28 31.11 44.08
34.55 96.23 44.09 51.66
76.52 41.52 30.38 46.45
79.80 68.32 1.93 38.57
41.50 26.57 36.33 35.93
73.34 36.00 38.44 48.42
38.07 81.92 37.41 46.51
54.15 34.06 8.61 27.36
49.81 61.64 73.33 63.94
67.33 25.24 77.81 64.15
42.78 45.40 58.36 51.09
1.14 75.56 78.48 54.69
90.42 9.20 6.25 32.09
31.74 32.48 74.32 53.18
29.68 36.10 60.80 46.52
15.37 70.36 28.65 33.01
12.39 82.94 71.57 56.09
4.95 80.50 15.60 25.39
52.55 16.19 74.47 56.24
5.03 0.22 69.39 36.25
26.80 94.29 16.80 35.30
88.89 95.60 90.81 91.19
52.72 44.30 93.27 71.31
45.16 78.90 65.75 62.20
48.26 2.57 3.12 16.55
30.18 84.77 32.11 42.06
90.09 73.56 1.86 42.67
7.82 67.79 64.56 48.18
6.77 92.50 83.50 62.28
98.08 14.08 84.48 74.48
29.94 65.77 68.67 56.47
21.39 13.22 32.56 25.34
95.56 62.82 93.02 87.74
82.45 17.13 8.98 32.65
39.57 79.22 70.45 62.94
23.52 80.28 21.12 33.67
43.43 50.45 64.31 55.27
74.53 1.23 75.29 60.25
56.70 90.87 85.52 77.94
66.41 12.45 52.81 48.82
55.34 38.73 52.24 50.47
96.45 10.36 36.03 49.02
57.37 73.50 13.95 38.89
87.53 40.47 61.88 65.29
48.02 62.28 83.27 68.50
95.39 21.30 83.77 74.76
65.81 24.21 84.16 66.66
91.77 4.47 85.75 71.30
87.28 94.91 82.60 86.47
33.63 91.59 6.54 31.68
33.43 98.96 76.57 68.11
59.72 31.23 77.81 63.07
85.12 45.30 47.15 58.17
74.96 83.30 13.79 46.04
4.27 69.92 7.26 18.90
19.41 83.77 57.35 51.25
12.25 47.81 89.69 58.08
57.00 14.45 42.54 41.26
93.41 18.29 64.65 64.01
68.22 81.04 29.10 51.22
21.01 47.52 6.81 19.21
74.31 66.39 39.78 55.46
37.94 34.31 15.47 25.98
8.98 74.48 40.14 37.66
88.01 47.80 98.28 85.10
15.14 45.99 10.83 19.16
60.55 23.08 87.60 66.58
25.08 5.10 9.45 13.27
50.75 93.07 55.68 61.68
46.45 54.88 6.39 28.11
34.32 63.04 15.77 30.79
61.60 27.15 39.32 43.57
74.70 75.63 11.94 43.51
50.78 60.96 2.16 28.51
2.01 37.44 65.93 41.06
92.71 63.99 28.16 54.69
20.60 55.91 77.86 56.29
53.49 92.91 12.73 40.99
36.60 27.23 94.60 63.73
68.70 46.44 91.96 75.88
78.96 77.84 44.42 61.47
45.67 36.77 92.25 67.18
0.15 48.15 46.96 33.16
6.34 11.54 83.30 45.86
27.98 77.04 43.87 45.74
27.68 80.95 22.14 35.56
20.74 63.67 65.84 51.88
2.31 34.59 22.21 18.72
7.84 78.46 91.82 63.95
37.48 84.00 72.07 64.08
56.64 70.41 74.42 68.28
98.28 69.58 11.45 49.12
5.08 5.91 42.86 24.14
6.33 85.94 15.20 26.69
59.30 55.91 58.12 58.03
46.93 15.68 1.28 17.86
75.82 30.33 89.43 73.53
89.09 77.65 72.77 78.64
36.57 42.03 37.75 38.25
72.54 33.63 89.28 73.13
87.32 60.38 16.16 46.35
71.33 91.64 63.01 71.23
91.19 12.69 69.12 64.45
94.20 11.55 75.29 68.22
37.04 65.38 67.47 57.92
69.03 51.53 30.70 46.37
64.94 0.39 24.45 31.78
57.21 44.30 65.10 58.57
28.16 55.32 44.45 41.74
95.57 51.18 55.87 66.84
50.69 28.66 55.24 48.56
95.15 42.82 9.63 41.92
52.04 88.04 17.56 42.00
50.75 60.90 27.24 41.02
34.79 63.43 93.83 70.04
79.98 33.27 67.38 64.34
8.39 35.68 35.12 27.21
86.87 76.90 26.82 54.85
60.14 68.74 98.64 81.11
95.05 79.92 25.06 57.03
5.97 30.01 27.16 21.37
97.88 31.61 26.03 48.70
48.19 87.21 61.18 62.49
68.12 14.56 20.58 33.64
81.41 16.41 91.46 73.44
13.06 60.46 27.45 29.73
9.59 8.53 47.80 28.48
98.86 33.49 3.26 37.99
23.67 35.81 7.70 18.11
69.45 82.93 40.41 57.63
54.76 88.04 95.41 81.74
7.10 87.63 33.55 36.43
97.89 9.24 81.99 72.21
12.78 7.30 20.77 15.68
87.08 1.34 34.66 43.72
98.37 56.21 13.14 47.32
41.38 98.25 14.28 39.20
54.39 98.38 73.02 72.50
67.87 68.68 51.63 59.91
46.53 29.12 64.95 52.26
40.27 94.91 50.56 56.34
74.00 59.56 60.44 64.33
48.64 7.99 72.50 52.44
49.58 74.20 53.51 56.47
34.20 5.99 88.27 55.59
82.27 75.11 39.45 59.43
95.94 3.91 19.95 39.54
76.20 26.44 83.76 70.03
61.91 5.45 58.65 48.99
21.73 64.79 87.74 63.35
10.99 46.88 36.92 31.13
84.76 87.09 74.37 80.03
27.17 85.03 58.12 54.22
86.99 36.98 61.36 64.17
94.39 90.08 32.35 62.51
57.99 1.24 58.42 46.86
0.30 51.45 71.29 46.03
47.01 0.36 31.53 29.94
92.88 39.99 17.10 44.41
33.25 6.74 38.32 30.48
46.77 75.66 71.50 64.91
65.97 17.15 0.19 23.32
82.96 54.26 44.56 58.02
79.06 69.12 59.27 67.18
27.53 0.02 39.07 27.80
55.79 62.04 16.93 37.61
40.88 23.65 31.75 32.87
30.71 39.06 44.32 39.19
78.78 34.68 32.27 46.70
42.19 74.58 82.43 68.79
13.46 79.90 82.54 61.29
33.78 85.69 12.06 33.30
89.52 21.42 4.76 33.52
63.20 95.22 84.76 80.38
40.97 91.75 88.94 75.11
88.78 61.41 52.51 65.17
13.16 2.11 52.79 30.77
20.80 14.87 19.86 19.14
69.74 85.85 10.12 43.15
78.82 60.06 96.77 84.04
47.06 74.29 17.89 37.92
18.23 44.14 86.94 57.77
46.31 40.47 53.62 48.80
22.64 43.55 80.48 55.74
22.19 77.46 10.79 27.54
49.62 26.44 46.95 43.65
20.64 95.74 25.47 38.08
39.47 72.09 74.12 63.32
10.89 85.12 31.12 35.85
22.52 54.31 72.39 53.81
39.00 51.53 75.22 59.62
20.46 13.84 20.36 19.09
59.67 30.20 91.08 69.48
8.60 27.85 9.27 12.79
71.46 78.35 50.28 62.25
93.25 24.21 96.95 81.29
9.53 78.99 21.45 29.38
85.47 45.19 97.35 83.35
32.35 53.88 29.95 35.46
91.91 9.42 21.43 40.17
65.97 51.99 53.85 57.11
12.26 53.57 82.31 55.55
27.80 32.92 15.69 22.77
56.21 56.36 95.63 75.95
94.80 74.74 67.81 77.29
7.48 16.56 77.51 44.31
38.78 83.78 43.37 50.08
70.49 45.58 34.75 47.64
84.24 95.10 10.80 49.69
80.34 56.28 60.07 65.39
97.78 38.96 18.61 46.43
59.00 19.17 50.41 46.74
4.86 15.49 0.25 4.68
82.27 32.52 5.40 33.88
58.84 78.71 46.54 56.66
38.42 53.14 41.21 42.76
3.75 47.85 18.10 19.75
33.78 21.77 15.89 22.43
19.80 93.98 95.55 72.51
45.18 51.49 87.36 67.53
30.24 84.43 13.96 32.94
91.27 16.43 98.80 80.07
52.22 11.18 16.25 26.03
28.95 78.49 59.88 54.32
27.28 70.96 54.50 49.63
97.53 81.73 73.94 82.58
66.24 10.82 40.33 42.20
54.15 53.02 41.76 47.73
19.38 8.60 54.17 34.62
90.45 4.77 50.89 53.53
56.96 95.16 86.09 79.17
72.95 77.40 82.41 78.57
66.79 29.71 30.10 41.03
81.76 23.14 22.00 40.16
76.12 59.15 59.23 64.28
31.61 68.47 13.02 29.69
25.23 87.15 20.19 35.09
18.80 85.27 35.18 40.28
79.59 65.34 96.08 84.98
34.80 42.21 19.36 28.56
70.84 89.47 74.19 76.24
65.86 22.92 43.64 46.16
17.99 63.05 24.35 30.18
51.01 1.23 46.51 38.80
86.29 30.94 1.89 33.02
18.83 84.82 22.23 33.73
48.30 22.18 52.36 45.11
55.78 85.33 29.15 48.38
6.16 13.14 43.18 26.07
29.93 66.87 25.45 35.08
28.55 77.21 44.48 46.25
97.20 56.69 92.04 86.52
57.98 32.53 36.02 41.91
8.48 47.25 77.26 50.62
13.80 67.11 39.57 37.35
48.69 18.83 45.54 41.14
74.03 49.69 76.41 70.35
39.34 27.59 61.62 48.13
42.47 98.96 1.00 33.03
49.73 32.24 75.39 59.06
77.06 47.12 71.73 68.41
71.17 31.23 74.57 64.88
80.65 12.99 75.90 64.74
29.15 38.85 53.08 43.05
84.57 65.43 19.06 47.99
48.35 73.20 12.31 35.30
88.16 85.91 35.16 61.21
55.80 8.71 75.28 56.12
10.64 40.63 84.37 53.50
56.53 26.22 31.38 37.89
98.11 21.25 28.41 47.89
61.37 84.45 11.21 40.91
77.97 4.20 57.89 53.18
1.12 46.96 20.74 20.10
57.07 41.34 63.42 57.10
30.95 51.00 22.72 30.84
10.78 92.29 9.35 26.37
84.46 50.40 38.01 54.42
28.00 24.22 11.46 18.97
90.70 37.41 52.26 60.82
9.24 94.47 89.70 66.52
58.75 38.57 63.44 57.06
61.88 35.11 54.29 52.73
73.12 65.53 66.06 68.07
57.06 17.58 74.50 57.88
89.42 8.16 44.38 50.65
82.45 45.99 61.07 64.47
91.10 42.48 47.18 59.42
53.06 94.83 87.12 78.44
81.40 63.74 50.65 62.49
58.41 10.79 22.30 30.83
31.13 25.80 41.86 35.43
26.15 35.62 60.72 45.33
6.91 92.24 2.00 21.52
81.72 40.60 90.89 78.08
84.01 82.31 82.58 82.95
6.02 9.04 95.33 51.28
21.94 92.99 36.79 43.58
13.08 3.30 23.79 16.48
27.50 13.49 53.46 37.68
43.46 58.28 8.09 28.74
38.17 32.54 13.52 24.72
19.01 37.50 93.51 59.96
74.37 41.13 23.85 42.46
82.02 47.72 75.13 71.72
88.27 12.78 91.07 74.57
39.89 36.80 84.73 61.69
63.22 48.36 52.94 55.11
9.67 22.50 79.13 46.97
10.70 71.68 18.03 26.56
65.07 30.87 61.48 56.43
85.25 60.99 1.58 38.56
27.32 40.10 89.86 61.15
92.91 79.41 38.09 62.80
2.47 22.33 19.20 14.81
4.49 71.17 36.85 34.01
79.97 49.73 51.58 59.73
64.09 2.16 21.31 30.31
86.41 73.80 34.43 57.90
88.24 85.29 22.39 54.73
81.26 16.65 1.04 28.23
32.99 41.18 62.73 49.50
91.42 31.32 9.38 38.38
91.90 67.85 41.05 61.66
90.56 43.58 58.37 65.07
62.98 94.42 57.40 66.48
24.78 55.65 26.38 31.75
7.92 3.02 41.94 23.95
16.88 90.27 41.48 43.86
45.66 56.32 71.55 60.74
86.57 17.86 59.30 59.19
7.29 96.89 63.48 53.30
0.12 23.28 74.55 41.97
94.93 38.63 21.83 47.12
15.95 49.51 21.70 25.54
8.53 52.48 22.06 24.09
48.91 43.57 55.79 51.28
19.74 13.34 37.63 27.41
44.05 47.05 23.79 34.52
25.30 93.96 34.40 43.58
22.99 92.18 23.97 37.32
28.82 25.70 80.64 54.11
36.17 29.27 39.47 36.44
38.26 79.92 20.31 37.62
33.51 40.98 4.92 20.71
8.07 89.62 58.78 49.73
98.99 57.45 71.45 76.91
53.20 26.91 4.48 23.58
36.94 52.06 65.23 54.11
43.94 72.26 47.85 51.56
20.62 64.20 48.91 43.48
18.69 51.49 54.95 43.38
11.62 9.06 79.34 44.97
46.47 20.19 92.81 64.38
69.97 46.96 93.44 77.10
29.63 97.00 69.26 62.92
76.55 77.05 26.05 51.40
69.96 19.09 75.34 62.48
30.54 56.44 75.71 58.30
18.38 95.55 96.95 73.10
28.16 33.31 11.11 20.66
14.74 89.63 26.89 35.79
34.63 91.80 37.67 47.58
3.13 8.30 52.12 28.66
50.03 74.11 57.38 58.52
36.66 15.45 17.51 22.84
73.66 61.05 69.40 69.01
41.82 93.85 64.09 63.36
67.77 96.58 38.69 58.99
46.97 14.86 98.68 66.40
49.50 35.71 6.13 25.06
17.29 93.70 85.65 66.75
85.60 31.84 62.48 63.29
18.40 19.56 82.74 50.80
52.16 79.06 66.76 64.84
28.35 23.50 5.73 16.07
44.81 14.03 2.63 17.56
26.21 68.52 86.44 64.79
87.20 44.43 30.07 50.08
50.15 73.59 32.12 45.82
22.70 55.85 27.53 31.75
84.52 58.96 66.34 70.32
3.52 65.27 65.20 46.71
41.86 86.25 79.30 69.46
78.38 52.60 35.28 51.67
1.62 59.28 34.20 29.44
69.24 78.73 86.14 79.59
77.82 41.12 98.15 80.64
74.10 26.86 89.75 72.48
68.11 26.47 93.27 72.36
46.00 12.43 56.36 44.47
97.44 16.79 16.96 41.07
46.06 19.87 86.26 60.92
44.65 60.03 43.19 47.00
44.74 48.40 30.82 38.51
17.73 27.89 82.32 52.06
67.21 90.31 15.47 45.96
11.06 77.01 93.20 65.32
74.37 27.16 97.69 76.59
8.69 1.89 82.03 44.00
81.68 70.57 49.27 63.25
34.46 36.19 49.81 42.48
46.31 90.26 65.16 64.53
72.49 1.73 67.01 55.60
57.42 78.70 61.31 63.62
90.26 94.96 94.65 93.40
82.51 70.92 16.28 47.08
38.02 20.82 25.79 28.46
96.39 18.97 52.85 59.14
37.07 40.08 48.01 43.14
10.48 60.82 21.10 25.86
41.62 67.58 59.47 55.74
34.11 61.07 30.96 37.93
69.90 63.52 92.38 79.86
94.16 72.51 24.61 55.05
66.35 21.32 41.22 44.78
25.71 74.90 8.55 26.97
40.95 62.37 96.29 72.90
92.08 90.97 88.28 89.96
26.68 3.72 62.23 39.86
40.05 89.29 61.70 60.72
37.64 82.80 21.85 38.78
72.70 42.29 49.57 55.05
83.55 50.55 11.56 40.95
95.96 55.80 63.49 71.69
1.14 59.28 51.44 37.92
75.97 93.76 9.35 46.22
35.67 7.90 34.34 29.45
74.31 12.67 19.97 34.81
71.12 41.58 4.21 31.76
11.97 70.69 98.52 66.99
58.92 13.75 98.03 69.44
7.42 86.53 31.75 35.41
70.95 76.07 24.58 48.79
51.04 34.86 64.81 54.69
49.18 71.00 68.62 63.26
17.44 20.37 34.98 26.80
75.86 20.31 10.44 32.04
69.01 98.79 50.07 65.50
95.84 39.08 55.84 64.49
90.27 41.81 93.86 82.37
44.34 48.08 50.19 48.01
9.25 49.40 24.08 24.70
19.01 16.14 13.54 15.70
17.02 27.10 49.60 35.33
22.23 43.98 62.22 46.58
41.06 66.09 80.13 65.60
69.36 27.68 5.97 29.33
4.73 37.55 94.87 56.36
4.53 8.38 95.76 50.92
67.38 58.12 23.47 43.57
26.52 58.55 12.66 26.00
39.99 20.95 80.92 56.65
63.52 19.12 83.40 64.58
72.61 32.32 52.21 54.35
61.45 36.73 59.05 55.31
64.99 44.57 33.97 45.40
16.12 91.71 82.63 64.49
81.24 9.91 37.31 45.01
64.98 21.28 33.15 40.33
98.38 15.04 16.89 40.97
98.30 51.34 48.64 64.08
10.55 7.58 89.84 49.60
52.30 72.68 15.72 38.09
10.26 32.68 33.96 26.59
58.45 60.04 98.69 78.89
36.13 3.79 5.98 14.59
13.73 70.29 96.20 66.28
80.63 95.28 98.99 92.74
2.96 95.40 73.55 56.74
43.41 50.57 56.85 51.56
0.90 92.19 66.42 51.92
68.89 48.33 79.14 69.90
1.57 31.47 0.60 7.07
81.72 63.33 23.99 49.18
33.55 44.51 33.25 35.59
17.82 74.33 72.65 56.54
52.08 33.95 22.77 33.80
40.04 24.77 49.20 41.57
80.29 15.41 95.89 75.11
83.71 20.33 78.17 68.26
70.08 48.35 12.50 36.94
19.09 55.50 76.02 54.84
51.66 32.25 59.30 51.60
31.27 12.46 46.69 35.22
19.39 95.10 16.43 33.05
83.94 98.82 44.58 67.24
30.12 91.33 11.50 33.05
39.69 16.83 85.87 58.21
73.58 42.66 51.16 56.19
95.09 2.93 52.98 55.60
13.08 13.67 42.80 28.06
96.98 27.69 3.46 36.36
6.35 74.33 54.55 44.05
40.37 97.48 7.00 35.11
31.56 0.29 64.28 41.67
22.21 45.84 80.72 56.19
38.88 42.24 57.00 48.61
62.27 5.80 31.17 35.43
53.29 37.12 74.66 60.74
30.55 96.23 92.40 74.61
46.09 42.25 65.85 55.20
60.35 94.24 32.69 53.30
69.64 63.08 49.49 58.25
0.02 72.13 73.26 51.06
57.24 81.09 64.96 65.87
86.78 41.23 23.14 45.85
19.14 23.87 29.70 25.37
42.99 79.05 46.08 51.75
6.09 21.93 37.97 25.20
77.27 48.27 18.84 42.26
83.40 48.91 90.33 79.97
20.88 93.31 96.74 73.30
25.81 5.35 39.88 28.75
80.73 41.87 93.59 79.39
54.11 89.25 29.49 48.83
38.61 52.84 75.07 59.69
27.74 69.75 74.43 59.49
30.33 88.44 94.28 73.93
36.29 40.40 37.15 37.54
70.06 66.35 21.12 44.85
88.58 45.68 44.36 57.89
16.66 91.37 12.33 29.44
27.14 42.02 61.80 47.45
2.78 96.85 9.72 25.06
47.31 15.14 26.16 30.30
14.35 64.53 88.75 61.59
7.84 42.91 89.57 55.72
71.14 17.37 42.50 46.07
7.62 7.86 3.71 5.71
8.31 44.09 58.87 40.75
69.46 66.63 86.55 77.44
18.04 56.87 75.95 54.76
98.45 78.67 85.13 87.83
9.39 41.48 50.69 36.46
80.42 77.07 91.70 85.39
88.83 74.03 28.39 55.65
50.83 38.45 56.88 51.38
62.57 47.87 68.35 62.52
64.10 10.04 96.93 69.70
10.46 79.32 31.12 34.56
21.03 16.07 0.40 9.72
83.37 73.15 59.37 69.33
71.57 32.83 13.01 34.54
98.96 69.18 65.45 76.25
79.74 75.28 58.37 68.16
18.15 79.73 1.82 22.30
62.14 81.73 63.74 66.86
91.96 40.36 31.65 51.48
15.99 71.08 42.32 40.17
38.00 39.27 9.68 24.09
20.91 28.17 43.12 33.47
6.59 68.90 88.67 60.09
91.52 81.77 6.65 47.14
37.43 54.69 92.64 68.49
35.35 21.64 49.56 39.71
73.00 11.73 88.14 68.32
67.85 11.98 93.94 69.72
20.89 35.86 34.30 30.59
59.63 23.96 84.26 64.81
40.15 7.01 0.56 13.73
50.12 42.75 38.07 42.62
76.93 62.98 2.83 37.09
40.45 81.72 69.66 63.31
38.17 97.28 83.99 72.90
45.27 68.26 56.90 55.68
1.39 79.63 3.14 17.91
9.66 80.13 62.70 50.27
80.91 76.40 46.31 62.71
55.80 2.90 79.97 57.30
77.99 48.28 66.19 66.15
3.94 10.46 70.66 38.60
73.97 81.64 26.02 51.53
28.59 6.06 92.53 56.05
2.97 25.06 89.19 50.50
95.41 73.76 95.79 91.27
36.69 94.09 88.51 74.08
2.54 29.78 77.39 45.41
3.25 62.56 92.51 59.74
51.44 82.38 43.96 53.89
9.22 56.37 23.47 25.77
34.74 8.99 45.45 34.95
69.87 50.94 33.90 48.10
49.37 39.38 58.50 51.94
43.38 71.38 21.02 37.80
10.56 13.31 89.65 50.66
44.37 62.83 64.26 58.01
4.56 82.76 92.21 64.03
85.59 69.16 98.14 88.58
13.79 0.21 37.32 22.84
5.54 89.55 27.51 33.33
71.78 26.42 60.97 57.30
52.05 53.50 89.56 71.09
90.50 56.00 62.22 69.46
23.84 91.06 80.94 65.83
61.95 17.33 32.33 38.22
1.51 39.99 80.51 48.71
34.43 54.37 37.35 39.88
43.75 52.09 49.07 48.08
19.49 48.39 44.35 37.70
0.63 5.96 35.64 19.20
44.24 66.61 35.03 44.11
89.85 1.76 65.17 59.89
66.21 6.73 89.31 65.86
53.93 92.08 2.59 35.89
86.84 77.79 3.58 43.40
89.39 69.31 14.98 48.17
10.49 33.75 12.40 16.10
24.59 34.23 15.70 22.07
45.54 8.49 70.16 50.44
75.65 0.99 27.78 36.78
70.45 10.46 33.93 40.19
69.92 94.53 62.54 71.15
