temprature,rainfall,humidity
95.70,33.68,30.76
34.37,19.14,24.88
74.24,88.67,38.98
18.43,68.64,89.65
82.78,37.87,65.72
6.64,54.70,83.75
74.86,17.72,68.79
54.63,31.75,23.14
43.98,97.57,15.17
34.78,83.71,78.89
59.17,86.54,59.53
46.78,92.55,45.55
50.63,54.89,60.99
53.43,47.42,79.41
28.17,75.33,50.88
36.32,13.10,28.88
19.54,33.48,25.58
94.47,59.58,5.16
71.19,27.55,9.52
45.25,12.94,10.57
4.87,88.26,7.51
6.43,42.25,92.57
98.57,86.97,24.21
44.23,70.74,38.46
79.38,21.01,37.97
4.36,38.99,33.81
26.65,69.13,95.21
3.30,13.34,32.47
13.81,29.96,91.94
44.83,3.51,19.71
51.20,42.62,66.04
38.40,23.29,67.73
19.03,42.75,67.23
31.22,16.82,24.39
94.80,0.63,3.51
41.20,90.69,44.97
29.95,17.17,47.03
80.42,47.86,85.56
32.19,84.99,5.09
80.02,82.34,16.90
81.10,49.08,26.18
58.66,3.72,39.15
81.81,9.47,50.74
36.14,76.21,89.19
88.46,84.76,40.60
8.55,77.82,13.21
79.67,88.88,30.57
85.70,50.48,72.50
66.95,56.99,41.24
50.76,40.30,87.47
1.24,77.66,78.03
46.18,74.16,16.14
52.54,46.42,83.26
58.36,46.84,92.35
46.82,25.77,27.25
32.67,23.75,71.65
11.10,54.79,24.81
0.59,77.74,76.16
55.03,19.44,80.94
4.11,47.07,71.08
65.52,97.47,37.21
50.55,4.46,13.02
75.49,19.42,46.59
29.83,94.34,27.00
13.76,82.55,68.77
3.43,35.71,83.64
25.78,69.38,58.00
11.41,76.33,89.98
58.74,50.85,30.09
66.91,23.18,98.50
7.03,66.99,38.72
63.81,36.39,48.06
37.30,36.08,89.27
90.21,24.46,75.73
76.29,93.81,85.94
48.74,65.22,33.20
66.43,33.56,6.92
46.64,60.35,62.78
25.88,84.25,40.89
29.18,19.88,96.41
27.39,3.92,34.63
42.21,0.67,75.78
65.47,82.84,41.79
63.81,24.55,7.92
29.59,9.80,42.59
83.30,2.81,22.76
39.27,81.14,16.41
90.76,72.44,1.99
6.06,17.87,46.14
2.16,39.60,21.28
32.42,45.47,46.27
52.85,60.06,70.60
69.50,51.60,31.93
73.87,33.45,71.41
76.37,16.44,92.53
87.52,16.98,72.06
56.32,35.39,5.38
50.44,4.14,75.79
8.42,78.30,26.87
42.58,9.52,71.62
12.66,25.04,27.10
29.45,78.38,94.34
32.87,12.14,31.86
26.98,61.75,20.05
50.63,46.45,66.31
29.84,59.04,58.54
94.82,43.13,0.64
21.42,23.00,16.85
21.31,74.40,14.80
71.21,9.64,64.89
45.11,50.48,86.97
8.78,51.80,71.28
28.11,90.99,68.44
97.00,59.73,96.96
77.68,91.27,65.51
52.54,91.68,37.32
2.07,97.73,18.30
11.07,26.17,34.14
30.34,85.95,75.88
85.43,79.73,73.15
32.09,19.20,51.85
93.85,92.83,98.08
79.87,80.59,24.24
27.93,66.58,0.80
73.98,85.27,35.56
25.65,41.13,84.14
26.01,29.68,70.59
19.31,65.33,12.86
96.57,92.83,83.35
35.41,88.06,68.27
69.46,84.50,21.55
82.84,6.72,85.92
88.85,74.86,9.40
95.40,7.65,92.57
2.12,24.44,17.94
60.72,78.73,10.87
45.32,42.60,24.75
37.84,26.13,56.15
60.09,56.41,32.64
28.09,37.04,55.06
4.94,59.78,79.20
35.62,53.81,89.50
3.56,54.65,68.53
74.21,83.83,82.94
11.85,39.89,75.08
11.35,97.51,79.73
65.53,43.19,45.91
59.24,42.91,64.21
94.89,47.07,13.25
56.38,82.72,19.06
96.25,75.28,42.18
90.38,41.89,85.85
90.01,95.87,83.38
84.72,21.36,89.68
63.61,21.29,22.66
72.32,3.30,68.26
35.19,31.86,16.79
65.98,64.53,84.80
63.91,26.21,22.73
95.68,21.72,84.15
82.44,41.12,94.28
33.80,90.08,87.07
93.43,98.51,65.98
82.17,32.13,93.34
10.63,0.68,52.32
35.71,98.59,50.19
80.58,21.22,29.33
71.70,66.19,85.03
15.34,8.66,71.80
33.20,2.65,92.66
80.13,2.64,70.75
28.85,32.12,9.20
92.85,11.69,1.04
0.18,70.47,44.16
66.00,17.99,29.62
16.87,90.34,84.59
90.23,41.30,72.71
89.39,25.21,48.84
57.27,81.09,76.15
52.71,61.07,70.62
13.46,7.06,48.36
83.60,66.22,70.08
34.19,92.82,84.30
84.41,13.35,34.86
62.08,72.43,64.76
86.81,22.26,75.29
68.43,71.44,25.63
86.14,3.02,23.80
32.40,82.68,87.07
13.30,62.03,45.16
61.41,37.37,85.18
6.05,81.11,68.85
72.05,47.54,68.83
7.42,46.91,59.84
12.74,44.98,58.64
53.61,67.22,78.33
74.08,15.41,17.33
61.11,27.53,53.16
96.74,7.28,27.63
82.20,67.84,60.91
6.56,19.43,8.07
81.93,54.72,78.20
17.78,12.15,6.70
13.75,4.51,19.18
84.94,10.35,5.15
87.94,8.64,1.99
83.20,75.87,16.29
6.25,23.07,15.27
48.46,82.99,22.40
71.21,80.55,47.79
49.77,78.15,97.92
67.05,45.13,33.01
2.10,1.79,34.91
10.25,80.10,55.37
69.26,83.28,70.91
90.32,73.01,29.76
79.77,52.63,43.32
92.09,43.51,5.31
87.25,52.18,63.44
9.05,40.13,42.84
44.96,87.03,17.44
49.40,30.75,80.56
90.84,94.07,36.59
92.53,93.11,31.93
72.21,41.47,78.03
8.46,33.18,4.67
10.34,57.89,96.15
51.61,30.02,48.10
45.28,28.40,7.07
76.68,22.92,63.67
7.54,43.79,13.98
30.00,4.26,47.54
81.24,17.21,58.92
22.56,44.32,7.12
47.00,18.26,91.06
80.33,40.26,32.63
29.05,73.77,92.20
45.60,19.61,51.04
72.91,27.75,1.03
39.41,14.08,24.85
13.14,48.02,38.39
29.15,18.48,90.97
42.47,95.20,93.95
65.77,89.16,19.68
64.28,72.44,3.92
35.51,68.79,96.56
34.37,93.19,35.12
8.52,6.75,42.94
9.59,65.02,12.25
75.15,58.12,12.24
36.18,85.99,58.08
90.20,96.39,90.69
77.98,75.13,93.45
54.33,56.57,88.55
87.02,60.84,30.97
38.67,83.50,19.96
22.56,71.11,34.20
20.96,22.13,89.47
41.66,33.33,94.32
13.43,55.23,79.07
39.12,87.00,9.48
71.22,45.66,92.09
77.63,44.19,81.75
43.29,66.81,5.22
23.82,90.09,76.43
7.74,67.19,63.50
69.78,15.54,24.79
69.09,13.22,27.97
13.45,23.58,54.85
42.68,54.30,45.49
28.08,94.87,62.36
66.95,49.62,76.69
4.75,28.72,14.77
66.00,75.08,2.64
70.72,27.73,37.66
23.80,10.29,72.03
81.92,13.38,95.34
87.19,92.57,47.47
14.76,61.99,6.28
94.48,67.57,17.24
8.93,89.61,23.30
66.21,79.85,11.35
33.80,10.27,62.12
42.93,87.20,94.04
65.51,86.02,64.84
9.05,14.24,74.58
31.05,17.91,83.27
83.35,23.34,61.82
57.36,48.54,22.77
6.89,68.16,90.42
41.55,96.08,96.33
88.09,86.12,47.44
50.96,58.88,22.16
77.31,35.16,24.11
1.67,75.21,17.13
62.55,33.11,47.07
23.36,36.28,6.73
81.18,39.59,90.95
63.09,6.82,14.35
83.06,9.47,67.58
82.77,15.02,52.74
64.25,10.83,90.18
28.05,85.65,93.45
29.70,25.53,76.41
47.63,42.13,68.75
79.77,73.02,32.61
9.12,60.89,80.47
23.74,26.36,44.09
64.12,64.16,22.04
19.42,34.47,16.21
44.14,49.55,40.78
61.48,77.91,71.57
41.37,60.79,18.21
41.89,56.25,17.30
77.96,35.37,36.57
59.14,72.21,80.00
73.97,59.67,55.90
82.89,80.16,91.93
84.34,14.36,40.25
26.11,16.82,35.16
33.53,79.41,94.39
92.11,75.55,64.62
70.21,38.85,53.49
58.08,76.44,89.60
81.20,71.33,8.02
33.75,62.29,84.12
83.87,2.97,1.79
58.84,94.13,61.61
68.73,33.45,0.03
3.58,44.09,32.63
65.39,0.34,16.44
69.01,40.77,83.63
11.26,9.31,97.04
66.86,42.32,24.95
17.00,49.07,20.17
50.37,16.69,45.23
95.73,93.20,42.25
66.60,57.99,75.60
26.16,59.81,85.54
9.65,60.11,35.46
72.97,65.43,22.24
38.89,43.06,20.08
19.89,98.12,28.47
58.10,69.05,96.99
92.91,37.42,8.28
90.07,19.48,27.18
0.60,80.33,74.53
25.81,81.41,25.90
75.39,7.67,0.58
64.89,93.64,33.69
69.12,27.74,11.44
50.38,5.38,98.49
72.30,36.87,69.98
89.28,37.67,41.45
5.33,40.44,30.41
44.07,69.94,1.71
0.36,70.55,30.10
57.94,79.00,71.85
7.02,12.53,32.61
59.02,98.11,59.21
60.18,42.92,7.46
56.80,56.23,49.07
23.13,37.28,79.28
98.16,36.61,98.95
53.15,73.86,85.65
95.68,72.56,0.46
65.77,7.72,92.16
66.47,31.99,39.42
9.06,69.23,63.93
93.06,50.17,72.45
85.90,0.58,8.92
1.29,45.72,10.61
90.65,28.33,68.56
60.84,14.34,12.23
13.68,95.47,6.61
2.40,67.00,43.40
57.33,3.00,36.63
89.27,16.16,86.16
31.54,62.24,62.05
55.68,27.84,46.84
32.50,21.93,36.89
69.85,40.31,41.62
56.21,16.79,4.30
28.91,34.42,75.11
58.05,69.40,43.10
63.03,49.43,53.02
84.67,72.65,22.08
49.30,66.43,1.74
33.27,77.09,52.61
76.98,94.19,23.09
6.01,51.09,19.95
50.50,35.70,8.75
60.95,47.81,98.40
62.17,78.97,7.57
4.24,89.85,73.33
26.39,13.61,86.58
36.53,43.48,60.58
96.85,97.14,22.61
78.24,19.29,76.67
3.81,3.00,51.46
96.49,28.89,25.25
39.45,31.22,33.73
47.16,34.27,58.24
69.84,46.35,57.30
34.44,98.08,40.90
62.66,88.85,82.35
19.55,78.86,71.99
2.92,15.53,16.66
27.99,52.24,35.78
82.17,50.13,38.22
48.69,45.45,66.08
66.00,49.80,79.02
81.24,83.12,18.88
56.56,98.78,67.28
43.44,28.32,78.06
40.07,40.50,9.53
32.84,65.20,19.65
70.63,40.05,94.67
31.92,7.92,63.58
75.64,2.75,55.26
57.92,5.54,67.21
69.75,22.80,47.24
61.88,34.83,46.23
53.91,44.84,98.18
67.10,72.78,10.98
84.70,82.92,67.09
35.26,51.24,98.90
44.62,58.12,90.40
36.12,52.08,47.24
42.86,97.81,28.98
10.21,50.07,65.35
34.51,34.41,36.32
12.66,4.35,4.35
41.88,17.86,33.07
39.95,61.22,61.15
38.02,19.61,55.95
67.08,1.95,67.24
72.51,49.00,47.54
8.20,75.13,80.28
4.94,36.44,90.15
8.15,50.28,73.15
30.38,6.74,6.36
79.01,69.91,53.82
37.01,21.73,2.77
46.29,89.09,56.84
38.35,7.56,57.56
14.37,93.05,14.50
43.47,59.72,40.56
12.83,77.10,13.07
85.60,97.91,55.17
90.62,74.10,85.06
19.21,73.85,89.40
74.02,77.42,33.79
20.23,98.41,8.58
12.37,0.04,2.87
54.48,10.35,24.82
88.41,12.71,60.04
48.86,62.71,57.95
37.94,36.74,7.27
95.50,38.10,3.11
54.11,54.49,47.72
93.21,54.68,94.11
71.11,16.91,27.74
84.16,25.53,65.36
43.77,67.60,65.45
12.12,9.50,61.57
67.31,88.08,61.13
80.74,12.27,76.41
69.72,86.51,50.55
21.50,10.77,76.23
29.79,67.47,8.63
66.85,13.76,29.40
47.76,29.64,57.38
4.84,79.38,82.31
69.98,33.46,28.11
18.98,34.70,21.74
87.53,9.70,37.56
96.92,86.56,22.48
73.44,23.52,33.18
20.43,74.09,93.28
61.76,44.25,57.56
69.43,64.77,7.91
65.69,66.50,63.27
2.56,56.41,77.68
91.44,58.82,12.88
28.34,89.54,88.68
35.35,93.51,93.37
85.38,13.90,93.48
60.71,14.37,48.38
27.55,76.73,65.56
8.61,90.70,44.48
91.90,62.80,57.37
89.16,53.37,25.74
23.37,65.35,73.21
79.98,14.08,28.59
34.74,26.04,79.32
25.91,36.82,68.72
46.81,59.05,71.50
22.14,6.76,67.91
75.49,51.84,23.99
15.24,1.16,13.19
25.88,14.34,83.14
68.28,42.85,6.79
81.37,80.05,22.42
40.00,73.31,78.75
24.76,49.42,89.14
15.07,52.10,35.95
61.81,78.53,87.04
27.90,67.57,46.22
61.41,34.14,14.13
93.50,5.76,53.89
48.16,80.30,33.15
13.47,20.58,14.34
68.52,20.80,40.87
45.07,95.88,74.54
13.79,38.16,70.69
88.02,35.72,81.36
23.96,10.91,17.28
10.39,89.38,80.80
23.34,67.73,6.96
1.82,76.77,35.55
54.09,39.30,43.31
41.44,26.94,85.40
17.04,23.63,27.19
70.96,91.59,25.11
67.82,17.73,27.72
39.00,57.94,97.54
55.21,90.05,3.50
45.20,63.01,74.53
87.11,11.75,86.91
4.01,72.00,38.23
67.40,9.39,97.13
80.88,74.68,29.97
91.48,34.03,25.47
31.68,49.49,45.47
76.36,57.67,38.53
65.86,1.24,39.99
79.61,47.87,10.89
17.20,71.03,96.13
69.74,58.80,53.07
86.86,72.75,77.80
73.85,48.95,40.31
82.64,50.51,36.62
25.89,49.72,36.07
46.90,29.18,27.93
56.23,43.11,44.80
88.80,81.76,54.45
97.51,9.44,41.22
96.18,28.69,42.96
68.95,69.05,56.47
44.17,53.08,59.33
87.04,92.94,34.85
25.19,10.21,33.45
97.71,35.95,62.69
2.48,20.37,78.41
15.25,90.90,62.03
0.40,51.18,22.84
84.92,23.70,89.95
65.05,48.83,34.18
3.44,10.80,77.65
59.93,38.28,0.55
42.21,28.44,79.48
43.34,96.72,91.50
77.87,7.62,95.54
36.02,60.50,12.79
59.05,30.69,68.84
92.62,46.59,65.51
78.17,13.57,75.90
86.15,21.23,10.76
15.37,19.56,38.51
40.57,5.53,82.85
45.95,70.04,68.82
82.84,8.60,22.13
94.64,72.48,96.48
88.39,22.26,72.45
63.62,41.47,78.48
45.23,68.32,61.21
87.40,74.64,0.77
75.20,81.35,25.96
96.64,2.96,53.82
58.80,11.86,33.85
26.07,51.70,58.46
18.17,75.07,32.50
18.64,83.94,36.80
63.64,92.36,87.35
44.15,68.12,4.73
10.10,70.61,47.58
36.61,58.25,67.83
11.60,29.30,40.87
79.28,85.94,57.48
85.38,69.82,97.38
29.23,30.29,6.57
56.59,44.59,79.25
21.11,62.02,57.82
46.72,76.91,87.29
89.99,31.24,85.80
85.78,41.77,15.85
26.23,96.01,85.97
6.63,27.86,41.55
5.49,10.67,80.57
75.93,74.81,82.47
51.30,76.04,87.83
92.66,66.97,51.38
68.82,44.69,85.22
30.17,87.63,34.73
27.19,80.17,23.58
31.13,86.05,51.61
80.48,23.32,22.93
40.01,77.78,25.28
46.70,4.51,55.30
47.02,20.83,70.97
49.15,28.56,45.95
19.63,43.58,48.59
64.34,96.11,39.11
84.30,59.75,36.52
94.80,28.77,98.18
90.13,55.77,80.43
64.06,16.55,95.39
45.17,64.75,61.18
20.60,8.10,12.69
55.10,61.02,14.62
49.55,7.81,97.75
92.92,46.77,91.68
30.99,81.74,28.60
39.86,0.43,91.52
44.22,39.88,26.58
70.80,5.40,15.03
44.16,24.75,0.76
87.19,88.06,44.73
15.30,64.60,91.28
49.65,82.00,10.86
56.18,61.64,23.90
20.03,89.55,64.45
6.46,67.49,72.79
63.26,3.51,71.24
33.58,17.92,24.35
17.66,10.51,42.03
60.52,62.78,3.39
11.16,5.57,50.78
21.36,4.83,97.19
81.31,80.25,21.67
26.54,12.38,17.28
7.07,86.06,71.82
30.53,61.80,92.27
24.19,38.86,17.13
33.76,26.25,25.76
92.72,8.55,32.91
16.88,93.94,21.27
52.44,33.09,91.28
92.64,42.04,95.46
93.20,49.00,81.52
26.05,65.15,27.98
46.67,74.63,8.18
80.84,4.41,35.77
81.47,77.85,27.67
1.81,73.12,52.68
65.76,24.93,95.73
58.77,7.36,93.47
41.33,72.55,36.69
51.95,70.09,36.66
27.82,4.34,58.89
75.34,89.30,75.57
78.43,89.88,16.01
82.52,64.04,62.11
41.57,30.21,29.77
93.85,42.56,14.72
39.95,33.99,3.96
40.16,86.90,79.81
11.09,17.15,88.14
70.08,49.78,57.20
74.90,63.74,42.09
71.58,62.32,54.26
94.85,47.06,32.29
3.63,67.94,41.53
85.60,40.10,87.46
86.28,43.83,44.49
72.71,20.22,60.67
87.03,37.95,74.95
45.46,56.70,88.42
64.92,84.00,90.42
6.74,68.67,75.43
90.86,21.48,52.96
28.19,28.40,50.34
29.65,70.53,42.92
88.42,5.87,90.20
24.61,20.46,38.38
73.95,41.18,62.54
32.61,45.08,61.42
67.24,40.29,46.06
78.02,19.42,17.86
86.75,7.69,42.33
55.83,2.07,50.11
52.44,75.20,68.50
44.14,29.15,86.51
25.67,0.51,20.80
97.21,22.55,45.54
24.69,64.41,82.54
74.15,37.23,77.39
20.80,10.46,55.06
15.63,72.70,67.53
88.31,48.05,83.81
77.12,62.70,29.22
88.46,85.10,65.18
70.44,77.99,18.09
87.54,18.24,46.87
53.94,37.96,36.08
17.11,72.86,54.43
22.49,85.89,69.21
40.85,19.95,77.65
62.33,79.69,81.96
25.65,63.00,45.81
10.23,8.65,35.65
84.58,16.53,88.03
98.80,49.20,57.65
98.82,87.65,85.32
47.70,44.89,71.13
81.56,9.89,75.93
52.72,55.06,59.22
4.71,90.82,63.61
92.82,21.61,77.60
97.50,5.41,18.74
58.71,45.20,53.64
31.40,38.95,78.39
72.77,59.15,13.21
95.36,90.08,85.85
8.09,11.39,69.15
39.78,80.74,65.19
9.83,6.45,80.68
69.03,28.95,30.87
91.01,73.11,41.74
47.28,44.58,18.74
15.12,67.86,19.34
58.11,43.53,15.75
40.12,16.45,73.42
43.65,98.68,25.02
26.08,2.64,42.08
42.99,65.85,78.20
19.63,19.77,50.45
6.98,91.82,8.36
78.42,35.90,38.21
47.07,72.80,49.24
85.46,39.61,54.91
3.08,46.91,71.75
42.69,49.99,94.95
60.89,9.68,27.69
1.26,63.15,38.22
86.48,73.57,5.00
28.70,1.58,85.19
60.12,11.91,4.38
33.62,77.12,25.34
0.88,35.08,64.06
65.96,75.67,46.27
74.60,61.59,73.32
30.84,31.46,3.79
50.22,41.65,40.32
95.49,89.71,96.66
91.67,14.49,61.31
9.07,96.13,65.97
2.59,93.74,52.41
74.91,4.97,96.80
63.50,77.38,7.40
47.16,68.31,72.35
43.58,3.59,66.93
17.02,64.09,64.55
47.47,67.43,30.05
34.70,34.27,79.15
68.54,23.58,56.11
94.29,0.32,54.34
21.83,14.99,34.87
90.42,14.62,94.31
49.35,93.77,21.47
68.08,67.69,47.41
76.76,10.19,80.88
64.39,54.98,26.10
12.64,70.14,27.45
50.88,79.87,54.31
67.90,19.68,65.43
57.70,38.63,81.71
85.43,69.49,56.16
69.48,29.47,97.27
30.04,97.33,74.97
33.67,6.03,77.04
23.25,29.54,63.53
65.04,26.58,1.37
35.07,38.04,45.38
89.99,19.29,69.56
32.59,21.77,5.86
34.14,54.04,0.25
68.23,39.11,91.39
88.87,84.26,7.45
14.07,22.19,51.22
92.48,6.34,13.04
79.86,89.21,98.05
95.66,58.20,11.37
98.05,29.67,73.74
17.68,83.45,10.10
36.77,16.14,46.02
13.73,48.51,20.26
78.05,42.61,5.52
48.77,84.45,8.15
87.88,14.14,55.27
68.21,25.15,47.22
57.54,59.38,6.64
87.06,72.29,70.86
41.33,13.82,8.18
51.21,90.84,35.30
13.17,79.42,58.33
10.32,72.78,54.70
5.44,88.27,27.60
66.82,76.85,56.53
58.61,50.59,7.61
39.32,22.49,29.60
68.61,14.80,73.47
84.60,69.39,2.34
2.43,19.81,88.94
97.85,75.35,64.75
89.53,66.64,12.95
40.30,57.48,64.73
69.31,34.10,71.38
90.71,66.72,59.81
42.48,19.70,76.18
53.72,7.52,54.81
16.30,19.33,33.50
68.92,78.09,89.65
95.36,69.13,73.58
83.24,19.94,51.12
27.85,7.42,35.96
73.70,66.13,97.98
25.18,77.51,49.55
22.59,53.84,94.89
1.63,25.45,13.10
89.33,78.14,60.02
40.11,54.70,42.10
45.13,29.43,17.25
17.20,16.69,57.88
33.19,0.31,75.37
93.53,9.68,12.20
58.15,68.40,92.91
62.98,77.97,52.15
55.07,20.86,48.47
23.27,89.48,93.21
31.76,6.53,63.16
26.01,60.16,35.36
66.31,97.67,58.68
24.31,33.03,93.33
31.16,91.51,57.30
92.15,31.29,87.67
20.77,63.64,31.22
90.91,1.29,81.61
56.13,61.23,60.08
24.10,23.28,96.39
9.02,80.19,71.89
47.09,87.41,88.15
41.95,29.77,10.44
20.93,66.39,62.91
42.49,50.20,53.47
58.93,80.27,95.01
37.55,23.04,37.36
42.67,65.87,22.48
83.94,92.41,91.37
18.00,21.97,2.67
64.87,84.42,61.89
27.69,20.52,61.51
76.90,63.59,97.65
59.54,58.99,44.64
33.49,73.10,4.98
64.60,67.68,75.25
26.87,82.84,9.13
81.94,39.88,76.75
1.12,85.52,54.82
21.25,73.29,13.31
32.19,66.29,36.11
68.55,8.59,42.55
86.87,88.75,49.62
15.35,70.13,23.69
71.66,48.73,73.02
52.80,11.00,85.74
8.32,32.49,89.38
86.47,32.23,82.03
21.33,89.70,95.77
62.09,17.67,90.78
48.80,25.53,4.73
76.37,50.33,8.48
30.41,37.36,1.10
12.65,45.23,46.54
47.98,54.50,85.47
48.26,98.08,79.43
94.44,58.06,85.89
61.75,63.23,44.39
0.77,85.22,96.85
52.66,97.71,63.03
88.68,57.84,52.93
60.60,33.96,48.64
10.80,56.54,17.55
1.25,86.54,29.42
2.63,83.23,62.64
76.40,75.56,2.41
72.62,44.03,16.52
45.10,64.50,68.49
23.67,31.27,69.73
87.94,75.14,71.54
98.58,52.79,40.37
2.92,25.55,70.55
14.75,20.98,68.56
45.64,30.29,88.90
24.09,38.74,63.20
20.18,36.24,67.13
98.78,70.32,85.90
5.15,77.12,96.16
0.91,19.39,70.31
68.87,43.23,26.41
81.02,94.48,73.47
76.63,91.78,58.15
59.54,91.08,70.20
8.75,7.67,57.62
42.16,51.82,17.74
24.26,69.68,81.62
44.11,72.12,41.32
42.25,25.40,65.69
23.86,41.68,80.92
5.73,70.16,39.07
54.61,56.90,42.73
61.49,69.75,47.93
93.80,36.77,21.89
65.23,67.57,68.81
4.97,47.16,54.56
24.13,11.84,43.31
26.25,34.72,95.63
93.75,96.43,50.58
87.73,71.87,14.06
16.28,85.96,93.41
31.33,9.90,70.06
91.23,97.82,4.03
50.10,28.80,58.71
2.62,13.31,1.50
53.61,77.28,78.39
14.78,73.22,72.13
34.40,90.01,33.56
62.13,82.13,35.17
29.89,35.37,7.46
48.52,23.69,23.62
89.76,32.98,74.47
35.07,35.25,45.10
62.24,53.94,78.07
13.64,98.47,16.39
52.91,74.17,40.05
56.48,56.85,24.05
62.38,51.11,41.33
28.02,54.12,40.66
62.04,5.33,80.17
0.74,48.04,58.30
21.41,39.23,32.03
98.17,55.76,49.40
34.25,90.79,41.75
53.31,93.33,84.09
18.84,75.37,4.06
29.58,61.81,26.06
85.32,82.67,6.16
9.11,31.06,51.82
12.90,36.68,89.38
53.10,96.16,41.75
51.43,68.74,82.01
47.42,84.19,55.69
16.31,27.24,45.39
66.29,94.32,25.16
18.03,84.37,75.88
61.97,32.57,0.79
6.87,35.66,8.31
84.72,74.49,69.82
32.70,76.41,29.14
47.04,21.36,92.29
78.15,67.18,11.16
40.27,19.22,37.31
34.77,3.61,97.49
88.61,26.20,19.38
70.27,87.19,91.46
56.70,92.03,38.48
84.82,80.08,23.69
1.66,97.98,35.01
55.39,7.53,9.05
34.21,39.65,70.50
31.29,63.92,34.68
52.20,57.87,80.52
96.25,31.63,30.00
48.65,94.81,35.16
49.82,19.09,52.90
92.61,79.81,2.35
22.48,18.59,47.28
72.86,44.56,65.64
52.81,23.09,70.19
24.38,12.29,28.06
90.65,44.58,67.94
77.83,34.91,53.58
3.11,58.72,32.13
46.26,34.56,90.09
0.43,51.25,17.60
14.25,22.98,45.10
51.97,63.52,91.97
96.29,74.09,92.35
19.16,31.69,13.62
18.44,3.08,93.09
61.57,81.13,16.33
83.80,4.50,78.83
74.68,43.20,27.92
88.02,86.39,80.60
42.41,1.17,92.82
9.00,81.07,27.35
43.86,38.26,50.90
20.72,48.88,29.60
85.65,81.22,49.81
21.04,85.40,30.12
26.69,59.95,26.75
57.95,71.56,41.17
66.55,37.24,51.80
10.52,42.68,22.15
36.99,53.50,92.66
36.24,95.30,44.84
60.40,47.10,15.39
78.28,48.89,95.00
53.42,90.21,52.65
85.37,34.84,45.95
19.06,60.38,71.38
16.11,46.87,72.45
47.42,93.70,39.95
83.93,53.01,71.76
3.07,17.88,91.43
47.60,16.54,83.61
24.12,40.91,64.43
70.22,58.96,15.64
51.37,7.51,38.56
15.79,24.58,0.58
74.80,8.25,26.86
18.28,51.62,98.74
64.48,59.23,74.41
23.75,56.08,85.78
94.64,10.23,6.90
40.21,3.90,25.72
7.42,20.52,81.36
28.75,61.91,25.88
98.58,66.65,36.53
39.74,59.82,22.33
23.70,47.50,63.61
4.77,21.17,5.94
92.87,19.53,67.83
73.74,95.54,43.32
39.61,28.49,78.93
75.78,25.90,8.13
11.42,71.61,33.47
9.05,25.29,68.14
95.00,17.38,33.93
27.54,21.41,84.77
31.09,95.32,31.28
53.31,66.47,39.32
6.02,48.44,2.66
31.92,34.89,79.81
86.31,1.74,64.52
74.98,22.95,71.92
97.40,79.39,17.92
32.87,61.72,10.07
47.40,94.68,34.80
27.79,52.40,10.53
60.29,63.66,72.22
44.93,81.81,58.22
82.80,30.59,92.84
26.34,57.99,37.33
3.34,82.85,87.08
87.40,38.41,26.57
34.57,14.64,38.05
44.20,75.69,76.69
2.59,57.40,37.70
29.75,1.16,46.35
91.52,15.54,42.17
20.19,58.65,10.38
9.54,59.00,31.37
55.73,49.59,37.57
28.50,57.03,12.01
17.54,82.36,74.95
66.55,23.92,10.49
33.74,15.02,24.14
81.88,64.73,14.76
65.91,1.88,45.22
87.42,72.79,29.29
49.14,8.76,25.61
23.74,91.03,9.03
80.87,24.24,68.98
0.55,39.97,49.75
82.24,54.78,79.73
4.92,2.08,90.04
92.21,37.93,26.63
4.73,26.48,6.08
45.36,44.64,63.01
73.82,39.13,58.88
90.50,48.61,86.29
42.27,71.24,79.83
78.59,60.36,23.88
72.53,43.09,23.33
42.08,50.79,66.45
68.93,2.03,18.65
25.40,33.09,43.63
64.75,89.42,51.67
12.48,15.84,84.98
74.04,24.26,59.97
56.74,26.17,20.08
32.18,68.08,52.58
89.21,87.67,26.69
31.80,60.84,34.97
5.72,81.35,6.00
23.70,93.94,64.49
27.00,64.33,54.41
95.98,25.41,67.68
58.12,25.71,70.82
66.47,81.66,42.20
91.93,68.59,48.80
31.11,70.17,83.92
66.43,5.13,83.15
82.54,53.40,0.46
38.50,84.17,82.54
74.34,50.19,49.08
85.76,80.37,27.77
25.01,55.48,62.25
32.92,87.56,79.02
85.99,16.20,67.10
27.78,86.09,81.02
19.51,58.37,77.05
82.17,73.24,26.38
90.38,80.75,74.74
28.20,1.11,38.56
45.64,29.86,47.12
16.08,47.10,19.38
73.20,27.46,85.59
95.97,11.98,76.42
51.94,77.47,38.42
51.13,94.92,30.07
16.91,75.66,85.41
40.89,48.27,5.50
85.49,15.47,21.38
72.42,8.77,93.70
90.42,17.87,9.75
40.26,29.40,3.40
3.38,86.17,98.90
13.64,26.94,84.33
1.78,42.32,11.05
94.23,16.41,89.36
69.35,66.21,52.44
17.63,78.80,22.84
30.18,50.85,34.79
27.70,66.43,63.80
40.27,3.54,85.99
26.80,30.17,73.70
22.51,45.04,33.40
71.14,73.43,87.76
43.36,67.80,83.69
62.95,7.29,10.72
18.13,37.33,67.37
93.43,88.05,58.65
70.34,10.31,46.75
71.60,90.36,50.64
98.70,85.24,88.10
48.55,58.62,58.59
6.04,4.40,31.24
22.59,41.92,55.83
7.80,75.30,25.06
16.58,74.59,35.44
98.25,11.68,31.72
67.79,37.89,19.30
